Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-07-24,27.5102,27.9558,27.441,27.7411,2364071.4798672
2017-07-25,27.6638,27.8632,27.5246,27.7411,3263968.4119373
2017-07-26,27.8166,28.0403,27.671,27.8938,1121552.6456369
2017-07-27,27.7556,27.971,27.6936,27.971,1464578.6387756
2017-07-28,27.7789,28.2245,27.6324,28.2245,1192022.3822071
2017-07-31,28.0861,28.501,28.0861,28.3016,3019332.976944
2017-08-01,28.2783,28.7625,28.2783,28.6466,1959287.9516537
2017-08-02,28.5549,28.7777,27.5785,27.6557,4257649.2649985
2017-08-03,27.671,27.8705,27.2867,27.2867,3411168.1868513
2017-08-04,27.326,27.8938,27.326,27.5479,3559380.0542466
2017-08-07,27.5948,27.7556,27.4554,27.7556,1283698.8133259
2017-08-08,27.7556,28.378,27.5561,28.378,1946577.1145071
2017-08-09,28.2172,28.2937,27.8399,28.2245,2661069.6455258
2017-08-10,28.0249,28.325,27.5705,27.5866,2486866.6463969
2017-08-11,27.5102,27.7411,27.4949,27.5641,1919913.3267141
2017-08-14,27.6405,27.971,27.5641,27.6557,1408858.8445971
2017-08-16,27.6638,27.7169,27.3179,27.3179,2171199.4775342
2017-08-17,27.3179,27.3872,26.9335,27.0638,1474417.321583
2017-08-18,26.8949,27.0638,26.7027,26.9802,1541615.7862631
2017-08-21,26.9335,27.1949,26.7421,27.1949,544620.14382184
2017-08-22,27.1796,27.2327,26.8257,26.8949,1215847.5862961
2017-08-23,26.9182,27.0952,26.619,26.9641,1044054.2127556
2017-08-24,26.972,27.5408,26.8572,27.5022,1966243.2899104
2017-08-25,27.6477,27.7707,27.3792,27.6557,1185093.1544444
2017-08-28,27.8166,28.3088,27.5561,28.2854,2301009.6634496
2017-08-29,28.2091,28.2854,27.6936,27.7169,2238749.8122046
2017-08-30,27.9558,28.7399,27.8938,28.3547,3278610.1822825
2017-08-31,28.3475,28.6628,27.8632,28.1858,2161243.9191821
2017-09-01,28.0708,28.3547,27.8399,28.3547,1094503.4172183
2017-09-04,27.8938,28.2854,27.8705,28.0555,943883.16759139
2017-09-05,28.148,28.378,27.8632,28.0555,1265435.1444572
2017-09-06,27.8166,28.0861,27.7869,27.8938,1190644.7428098
2017-09-07,27.8326,28.0941,27.2946,27.5102,2625011.0533232
2017-09-08,27.433,27.7635,27.3333,27.4636,1671798.9792356
2017-09-11,27.5866,27.7707,27.2867,27.2867,2150529.9131475
2017-09-12,27.3872,27.6477,26.6722,26.8257,2985302.2997747
2017-09-13,26.903,27.0799,26.5491,26.78,2934537.2826704
2017-09-14,26.8178,27.1177,26.8178,27.1177,2078954.8323318
2017-09-15,27.0719,27.203,26.5419,26.7027,7410099.7570969
2017-09-18,26.8105,27.1636,26.8105,27.0871,1463342.74206
2017-09-19,27.0871,27.6638,27.0341,27.4716,2240100.0977511
2017-09-20,27.4949,27.6477,27.0027,27.2722,801801.0494998
2017-09-21,27.2722,27.5102,27.1258,27.4177,1564924.9972566
2017-09-22,27.2786,27.6557,27.2327,27.4015,2433944.4051461
2017-09-25,27.3638,27.5785,27.1636,27.1636,717853.32460249
2017-09-26,27.1258,27.2408,26.7108,26.8949,876961.97149044
2017-09-27,26.8878,27.1796,26.5877,26.5877,1355746.3697472
2017-09-28,26.7718,26.972,26.5491,26.619,1061667.6059883
2017-09-29,26.619,27.2946,26.5957,27.1491,1643281.3463691
2017-10-02,27.3559,27.4716,26.972,27.2102,1755716.8635683
2017-10-03,27.203,27.3486,27.0027,27.1258,1150259.2687456
2017-10-04,27.0638,27.4015,26.9408,27.0486,1973331.6673507
2017-10-05,26.9487,27.2408,26.8105,27.1024,1270057.9452505
2017-10-06,27.1258,27.141,26.6263,26.6489,2252010.213082
2017-10-09,26.726,26.9569,26.7179,26.8796,1031889.2092691
2017-10-10,27.1636,27.6018,27.1491,27.6018,2529567.2509283
2017-10-11,27.61,28.3547,27.5479,28.1319,4039394.1324349
2017-10-12,28.2018,28.4319,28.0708,28.3088,2817183.0457458
2017-10-13,28.2245,28.4247,28.0941,28.1167,2040532.6187444
2017-10-16,28.1399,28.5396,28.0168,28.0168,2032059.1417657
2017-10-17,28.0628,28.4939,28.033,28.2783,2575863.6434895
2017-10-18,28.2245,28.4166,28.0475,28.0475,1484379.0967193
2017-10-19,28.2018,28.855,28.0861,28.7319,5304303.3369415
2017-10-20,28.8155,28.8155,28.3941,28.5469,2213420.146319
2017-10-23,28.501,28.6395,28.1785,28.1785,1808575.6936194
2017-10-24,28.1939,28.4939,27.7096,27.7474,2301043.2340848
2017-10-25,27.725,28.1625,27.725,28.1167,1414687.7015416
2017-10-26,28.033,28.1858,27.7017,27.7869,1007750.6792522
2017-10-27,27.856,28.7005,27.8166,28.325,2379037.7663519
2017-10-30,28.3547,29.6077,28.3547,29.508,4255520.6380597
2017-10-31,29.3697,29.8386,29.2009,29.7767,3216642.5198988
2017-11-02,29.7227,29.8916,29.0391,29.0463,2775110.3364271
2017-11-03,29.1236,29.4767,28.9781,29.208,2584782.242223
2017-11-06,29.1927,30.1225,29.1927,30.0075,2872260.0244294
2017-11-07,30.1603,31.1133,30.1603,30.6605,6025567.1894021
2017-11-08,30.6605,30.7674,30.3686,30.5834,2541432.6054123
2017-11-09,30.453,30.622,29.6994,29.8539,4481734.4978634
2017-11-10,29.8,29.9995,29.1317,29.7919,2965623.6908029
2017-11-13,29.9769,30.9444,29.9689,30.5608,3046254.1396064
2017-11-14,30.7378,31.0216,30.3839,30.7836,2928242.1669046
2017-11-15,30.6759,30.807,30.2374,30.4297,2664073.5956918
2017-11-16,30.5834,30.9839,30.5142,30.7378,5257272.1204781
2017-11-17,30.7217,31.4286,30.7217,31.3289,1944618.8274578
2017-11-20,31.0676,31.7133,30.9839,31.6973,1449195.8277439
2017-11-21,31.5975,32.0358,31.5516,31.8436,2518286.2741671
2017-11-22,31.7366,32.1517,31.6973,32.1517,1758851.3662041
2017-11-23,31.9667,32.5273,31.8895,32.4276,1519915.4790422
2017-11-24,32.2892,32.4661,32.0125,32.2747,3088044.6069187
2017-11-27,32.1357,32.9583,32.1357,32.6584,2242714.8772208
2017-11-28,32.5667,33.0347,32.4734,32.9656,2614615.3466438
2017-11-29,33.0501,33.35,32.1662,32.2747,2710112.6133835
2017-11-30,32.2353,32.9583,32.2353,32.5047,4063042.7798503
2017-12-01,32.3125,32.6817,31.6513,32.2514,2522074.7825095
2017-12-04,32.1123,32.4509,31.7665,31.9748,2197094.8707898
2017-12-05,31.8822,32.2586,31.7745,31.9748,1697806.2746082
2017-12-06,31.5059,31.8058,31.1985,31.1985,3626033.9286234
2017-12-07,31.1673,31.8436,31.16,31.7133,2805821.2507889
2017-12-08,31.6208,32.3431,31.6208,32.2514,2994131.3768145
2017-12-11,32.2047,32.3359,31.9667,32.2892,1557538.2141707
2017-12-12,32.2353,32.6045,32.1436,32.4814,2604826.3981107
2017-12-13,32.3278,32.5667,32.1357,32.5353,1450547.3566472
2017-12-14,32.4894,33.0429,32.4276,33.0429,2558757.5398543
2017-12-15,33.0195,33.2342,32.7734,33.2342,7929642.6364749
2017-12-18,33.0814,33.4192,33.0814,33.3966,2084728.9815746
2017-12-19,33.2961,33.5656,33.1344,33.1964,1581668.0406897
2017-12-20,33.0429,33.9645,32.927,33.7651,3273641.7282829
2017-12-21,33.7031,33.7265,33.3573,33.6572,2004227.8418842
2017-12-22,33.4963,33.6886,33.1883,33.2342,1189825.3706411
2017-12-27,33.2046,34.0417,33.2046,34.0417,1509213.9065761
2017-12-28,33.7345,34.3723,33.6033,34.3723,2276651.0592691
2017-12-29,34.1873,34.3336,33.9034,34.0489,1556804.6336252
2018-01-03,33.8873,34.0103,32.8883,33.3034,2589942.1731784
2018-01-04,33.3114,34.003,33.3114,33.8495,4325512.9255969
2018-01-05,33.6951,34.0722,33.5262,34.0184,6021788.6279144
2018-01-08,34.0803,34.7486,34.0803,34.648,4413896.947759
2018-01-09,34.5789,34.7173,34.3956,34.6184,4784593.8477448
2018-01-10,34.5789,34.5789,34.1028,34.3875,3231546.6385407
2018-01-11,34.3489,34.9634,34.279,34.9634,4931370.8813274
2018-01-12,34.7712,35.1943,34.702,34.9562,1440910.0976505
2018-01-15,34.8484,35.117,34.5178,34.9634,2309075.3193794
2018-01-16,34.7415,35.9471,34.7415,35.7009,3619750.0030694
2018-01-17,35.4243,35.9848,35.3865,35.6172,2419194.4627544
2018-01-18,35.6245,35.9244,35.4404,35.7323,2271555.7828701
2018-01-19,35.6245,35.9623,35.4709,35.5473,1286077.3549929
2018-01-22,35.6929,35.8473,35.5168,35.6631,2242062.114871
2018-01-23,35.8014,36.1159,35.7162,36.0619,2987905.8890327
2018-01-24,35.9317,36.5768,35.9012,36.5704,1957557.1989091
2018-01-25,36.424,36.5704,35.6172,35.6784,3489499.6688266
2018-01-26,35.7323,36.0396,35.179,35.2714,1306209.7892174
2018-01-29,35.2787,35.6398,34.9175,35.3093,1880190.5618546
2018-01-30,34.9175,35.4089,34.9175,35.4009,3403276.6008815
2018-01-31,35.3783,35.6784,35.0479,35.0865,2206229.8136163
2018-02-01,35.2095,35.5473,34.402,34.6104,2592800.6505921
2018-02-02,34.4721,34.8564,34.1953,34.5789,2392364.0651426
2018-02-05,34.2033,34.6409,34.0103,34.3489,1469522.225638
2018-02-06,33.1192,33.7265,33.0429,33.1731,4297330.9990817
2018-02-07,33.1731,34.11,33.165,33.9573,3984264.9327633
2018-02-08,33.8343,34.0264,32.9422,32.9422,2501284.6125078
2018-02-09,32.8193,33.2655,32.6124,32.7581,2329002.5997225
2018-02-12,32.9736,33.88,32.9736,33.342,1895206.5826135
2018-02-13,33.4497,33.7956,33.2575,33.2655,2258199.6435148
2018-02-14,33.4264,33.6195,32.812,33.3267,2199822.7957334
2018-02-15,33.6195,33.934,33.0814,33.0814,1601825.3420513
2018-02-16,33.5496,33.5496,32.1742,32.2434,2489558.5139918
2018-02-19,32.2747,32.9656,32.2747,32.8659,1556042.455872
2018-02-20,32.6197,33.0429,32.52,33.0429,907522.43967254
2018-02-21,32.9117,33.1731,32.8193,32.9656,1824172.3620305
2018-02-22,32.6197,34.0417,32.6197,33.8261,3245053.2240756
2018-02-23,33.7031,34.0955,33.35,33.642,1950614.294221
2018-02-26,33.8038,34.164,33.4345,33.8109,2693883.0763324
2018-02-27,33.7418,34.4181,33.6726,33.8953,2232100.3397347
2018-02-28,33.4651,33.8873,33.0114,33.0968,4319078.5538632
2018-03-01,32.8965,33.0886,32.1895,32.5812,2952074.8311349
2018-03-02,32.2747,32.6197,32.1203,32.4276,3069386.7939262
2018-03-05,32.2747,33.2503,32.2128,33.2503,1862904.1714751
2018-03-06,33.5423,33.6115,32.7275,32.7275,2620240.2930638
2018-03-07,32.4276,33.0429,32.2973,32.9503,2698586.6953215
2018-03-08,33.0195,33.0429,30.9983,31.2364,6331674.1873933
2018-03-09,31.2445,31.8822,30.2607,31.6675,6992933.637947
2018-03-12,31.8284,32.5667,31.6675,32.4975,4090789.5314656
2018-03-13,32.4975,32.5731,31.9434,32.0825,3414930.5846998
2018-03-14,32.2353,32.3359,31.7052,32.2281,2539545.1897038
2018-03-15,32.2281,32.4276,31.0909,31.3514,2335379.7770409
2018-03-16,31.5059,31.5059,30.6067,30.9219,7845095.6135726
2018-03-19,30.7378,31.0676,30.5069,30.7378,1404376.5431285
2018-03-20,30.7297,31.8742,30.7217,31.7978,2280512.9256661
2018-03-21,31.7052,32.6584,31.6595,32.6584,4361394.9611259
2018-03-22,32.4734,33.0042,31.4214,31.4214,3034601.3991449
2018-03-23,31.1215,31.6208,30.7836,31.2598,2367974.3770406
2018-03-26,31.3756,31.5677,30.8608,31.1215,2020739.6209418
2018-03-27,31.4906,31.8131,31.1215,31.1985,2026583.3981686
2018-03-28,30.9677,31.1215,30.5834,30.622,3765773.562397
2018-03-29,31.0595,31.2139,30.6525,31.0755,2413131.854721
2018-04-03,30.9839,31.4286,30.7378,31.037,2719312.2107666
2018-04-04,30.9983,31.0063,30.0228,30.207,2823619.9041933
2018-04-05,30.745,30.8294,30.2994,30.5375,1317652.4023702
2018-04-06,30.5375,30.5689,29.8998,30.2456,2165871.6934031
2018-04-09,30.3526,30.9677,30.2456,30.5069,5111524.5863727
2018-04-10,30.8141,31.0522,29.9536,30.5915,6361916.3562201
2018-04-11,30.5222,31.1215,30.3919,30.7297,3709571.3457581
2018-04-12,30.7063,31.9281,30.5834,31.6973,3321493.5602719
2018-04-13,31.6973,31.8517,31.3675,31.6973,2725813.7237706
2018-04-16,31.5211,31.7745,31.2212,31.3908,930540.70516159
2018-04-17,31.5059,32.0205,31.4977,32.0205,3071832.4768634
2018-04-18,31.8975,32.2586,31.3361,32.0054,3447034.0587411
2018-04-19,31.8895,32.5964,31.8597,31.9827,2980602.4108562
2018-04-20,31.8895,32.2353,31.3828,31.3828,1182119.044843
2018-04-23,31.2984,31.9515,31.2364,31.7052,2051157.1030853
2018-04-24,31.7665,32.3511,31.6289,31.6289,4110604.9096915
2018-04-25,31.5822,31.7898,31.2212,31.4214,1928220.1938741
2018-04-26,31.4447,32.2747,31.4447,32.2047,1791792.8627669
2018-04-27,32.2353,32.4203,31.6208,31.8203,1748204.5014399
2018-04-30,31.6973,32.3045,31.6973,32.1517,1144233.9614178
2018-05-02,32.1517,32.5667,31.9055,32.3359,1175164.9499432
2018-05-04,32.1662,32.2586,31.2212,31.2212,2386117.4402943
2018-05-07,31.3908,31.4977,30.6372,30.6759,1288012.018262
2018-05-08,30.6299,31.8517,30.6299,31.7898,1992299.0762004
2018-05-09,31.7898,32.5353,31.6828,32.3125,2477691.916151
2018-05-10,32.5812,32.6431,32.0897,32.3045,2436732.011219
2018-05-11,32.2514,32.5964,31.9827,32.5964,1695700.028093
2018-05-14,32.4355,32.6584,32.1284,32.6124,1746106.9584225
2018-05-15,32.4734,32.5812,31.69,31.9208,1698716.4118274
2018-05-16,31.7665,31.8517,31.1367,31.6362,2336097.1939471
2018-05-17,31.3675,31.8364,30.9292,31.1215,2073425.6243898
2018-05-18,31.0522,31.3594,30.9292,31.2525,2327996.7240255
2018-05-21,31.1673,31.9973,31.1673,31.8517,2810120.7787995
2018-05-22,31.7825,32.1357,31.4977,31.6434,3450465.7236658
2018-05-23,31.4286,31.4367,30.6605,30.9292,1784738.0559618
2018-05-24,31.0443,31.3137,29.915,29.915,2500528.6515389
2018-05-25,29.9689,30.4756,29.9302,30.2374,3357732.4392187
2018-05-28,30.1837,30.6984,29.5924,29.915,953771.58467313
2018-05-29,29.7847,30.0605,28.9547,30.0453,2998052.9243407
2018-05-30,29.7388,29.7388,28.8469,28.8469,12057040.323874
2018-06-01,28.8928,29.2619,28.4939,29.2009,3896001.5162163
2018-06-04,29.3535,30.2295,29.3384,29.746,2202375.4073604
2018-06-05,29.746,30.2994,29.4927,30.1538,2667158.3640534
2018-06-06,30.3759,30.3992,29.6849,30.038,2506779.0064577
2018-06-07,30.3373,30.8753,30.0766,30.7755,1702026.22778
2018-06-08,30.4378,30.8141,30.1837,30.3526,2522054.8887998
2018-06-11,30.3686,30.8214,30.3067,30.4989,1350478.2667452
2018-06-12,30.4989,31.0443,30.4756,30.8447,2146430.5655909
2018-06-13,30.8447,30.8905,30.5753,30.7989,3522053.2380501
2018-06-14,30.7378,31.0136,30.5069,30.7378,2496753.8201218
2018-06-15,30.7378,30.8905,30.0533,30.0838,7881417.7974289
2018-06-18,29.9769,30.0308,28.9853,29.0616,2126230.9900961
2018-06-19,28.8695,29.0158,28.5396,28.962,2474663.0988479
2018-06-20,28.9088,29.9536,28.9088,29.5225,2164844.6806393
2018-06-21,29.4847,29.6994,28.8155,29.093,2603666.3461633
2018-06-22,29.1389,29.3311,28.9313,29.1236,1501736.3584396
2018-06-25,28.9234,29.5619,28.8695,29.0006,2575929.5414029
2018-06-26,28.9313,29.4155,28.8316,28.9088,3873325.1738628
2018-06-27,28.8155,29.0616,28.5549,28.6241,1392066.0668898
2018-06-28,28.4544,28.5469,27.7411,27.7789,2618737.074624
2018-06-29,27.9099,28.4247,27.8093,28.4247,2663481.757828
2018-07-02,27.848,28.3088,27.5641,28.2783,2067262.3044509
2018-07-03,28.317,29.3849,28.317,29.2771,2098030.4132281
2018-07-04,29.155,29.508,29.155,29.508,1175335.2898326
2018-07-05,29.2232,29.6849,29.1317,29.3158,1447573.2470459
2018-07-06,29.3617,29.4694,29.2619,29.3535,2188462.2441334
2018-07-09,29.5467,29.746,29.1236,29.1389,2190943.9844194
2018-07-10,29.1317,30.1001,28.9313,29.8145,2225959.4002193
2018-07-11,29.8145,29.923,29.4767,29.7919,1766069.0527576
2018-07-12,29.7847,30.3992,29.6616,30.1916,2219804.7837784
2018-07-13,30.4917,30.4917,29.3768,29.5,1831437.2961445
2018-07-16,29.4001,29.6303,28.863,28.863,857574.30802311
2018-07-17,29.0239,29.155,28.4319,28.7399,3010961.4552275
2018-07-18,28.801,29.1694,28.317,28.5396,1255281.8923649
2018-07-19,28.3861,29.1775,28.2783,28.9781,1653709.3803267
2018-07-20,28.8469,29.923,28.7544,29.8845,1887191.904315
2018-07-23,29.9302,30.6525,29.8225,30.3606,1905522.7144541
2018-07-24,30.4756,31.3908,30.453,31.3289,1896467.3464663
2018-07-25,31.3056,31.3908,30.9525,31.16,1419051.8841088
2018-07-26,31.16,31.9361,30.9292,31.7206,1341967.4890608
2018-07-27,31.6675,31.8895,31.2525,31.69,944756.00410483
2018-07-30,31.5283,32.2586,31.2598,32.1742,1940100.4686403
2018-07-31,31.9667,32.4814,31.7898,32.0431,2260473.7432059
2018-08-01,32.159,32.2747,31.8284,32.2747,2848367.67907
2018-08-02,32.0511,32.3969,31.8058,32.1436,1311093.6949507
2018-08-03,32.0431,32.2434,31.5131,31.8517,1290093.3976402
2018-08-06,31.8895,32.3664,31.4367,32.3664,1313275.7862343
2018-08-07,32.4516,32.5216,31.9924,32.3198,2477517.846191
2018-08-08,32.4444,32.5458,31.2838,31.2838,4840479.0083852
2018-08-09,31.4946,32.0004,31.2919,32.0004,1788148.5838198
2018-08-10,31.5566,31.6498,30.7628,30.8399,2411384.9383372
2018-08-13,30.8793,31.3619,30.4901,31.0273,3192556.2108698
2018-08-14,31.0972,31.4085,30.4201,30.6928,1755542.7936083
2018-08-16,30.4274,31.5179,30.4274,31.3852,2507935.3283346
2018-08-17,31.3772,31.3852,30.4667,30.482,2104397.6436915
2018-08-20,30.7161,31.4085,30.7161,31.004,2110511.2293562
2018-08-21,30.9879,32.2337,30.9879,32.0004,2613286.1981641
2018-08-22,31.9225,32.701,31.6032,32.4211,2676679.9908623
2018-08-23,32.4131,33.4957,32.1091,33.0749,8747821.1824918
2018-08-24,33.0749,33.5423,32.849,32.9117,3638775.8496915
2018-08-27,33.0203,33.9387,33.0203,33.6741,2080430.6969207
2018-08-28,33.519,34.4527,33.2149,34.0168,4799920.7077179
2018-08-29,33.7136,34.2428,33.1996,33.2069,7156779.4744591
2018-08-30,33.153,33.4724,32.9656,33.0903,4272133.1290228
2018-08-31,33.0903,33.3943,32.8024,32.8569,4264878.1417637
2018-09-03,32.8569,33.4724,32.8569,33.2777,1706506.0425349
2018-09-04,33.3629,33.7441,32.1557,32.623,3400705.3389017
2018-09-05,32.623,33.0436,32.1951,32.2337,4339423.6021102
2018-09-06,32.1171,32.6856,32.1171,32.4678,2790300.4271461
2018-09-07,32.4444,32.771,31.6498,31.9852,2532083.8052063
2018-09-10,31.9852,32.5925,31.9852,32.5458,1667223.4260027
2018-09-11,32.6623,32.701,31.6659,31.9378,3573893.7588355
2018-09-12,32.0004,32.0552,30.8166,30.8166,4161737.9604255
2018-09-13,30.8399,31.3932,30.8399,31.1125,2523845.3226736
2018-09-14,31.4085,31.5718,30.856,31.5332,1979808.3132175
2018-09-17,31.5332,31.7825,30.9026,31.0345,1969589.1632119
2018-09-18,30.9726,32.0705,30.9726,31.6111,2869365.4896669
2018-09-19,31.8139,32.9503,31.7978,32.779,3407267.7763917
2018-09-20,32.6929,33.0831,32.5529,32.5925,3345460.5070426
2018-09-21,32.849,32.997,32.1485,32.3118,21843001.070553
2018-09-24,32.3118,32.5377,31.9924,32.3037,2165769.7381408
2018-09-25,32.3037,33.2462,32.2185,33.1216,2454515.7443411
2018-09-26,33.1216,33.4642,32.9036,33.4328,2009500.9183136
2018-09-27,33.3783,33.6508,32.9503,33.5029,4035521.075826
2018-09-28,33.1683,33.6195,32.4983,33.4016,4611972.3985376
2018-10-01,33.4016,33.8302,32.7943,32.8569,2547706.5841114
2018-10-02,32.779,33.0436,32.2732,32.8569,1820605.1712085
2018-10-03,33.0903,33.5656,32.8176,33.1297,2708880.4467384
2018-10-04,32.779,33.4957,32.3745,33.0123,3528600.7552578
2018-10-05,32.8642,33.2777,32.4911,32.7404,2571227.1657707
2018-10-08,32.5844,33.005,32.3745,32.3745,2178842.3921326
2018-10-09,32.3898,32.9736,32.3037,32.8176,1237602.6012187
2018-10-10,32.997,33.0123,31.4165,31.4713,3030035.7927669
2018-10-11,30.9026,31.6032,30.8166,30.856,3166966.683401
2018-10-12,31.1519,31.4318,30.7546,30.8246,3411234.0847647
2018-10-15,31.0192,31.0192,29.8981,29.976,5299830.9823278
2018-10-16,30.0928,30.9106,29.8981,30.8793,5255175.8208175
2018-10-17,31.1053,31.4552,30.9959,31.1906,3540463.6230281
2018-10-18,31.0659,31.8139,30.9411,31.3619,2753774.3327652
2018-10-19,31.2605,31.8139,31.0273,31.7045,1473333.114404
2018-10-22,31.7898,32.0472,31.0892,31.1439,1613204.5440043
2018-10-23,30.9259,31.1358,30.7312,30.7628,1722796.5040721
2018-10-24,30.7861,31.1519,30.4973,30.7546,2142323.757893
2018-10-25,30.3653,31.1825,30.2721,31.1825,2283018.2897324
2018-10-26,31.0425,31.1358,30.3653,30.3807,1728436.3707743
2018-10-29,30.4901,30.8873,30.2327,30.4121,1584259.1963791
2018-10-30,30.4506,30.8632,30.2327,30.6766,1561121.5686318
2018-10-31,30.9178,31.2058,30.6453,31.0892,3648987.539556
2018-11-02,31.3932,31.8678,31.3232,31.4479,2013768.119046
2018-11-05,31.5951,32.3511,31.5718,32.327,3134073.6777556
2018-11-06,32.483,32.5458,31.7665,31.9924,1968503.712676
2018-11-07,32.0472,32.989,32.0157,32.7637,3223641.3756454
2018-11-08,32.849,33.0589,32.405,32.8176,3338792.3842198
2018-11-09,32.7089,32.9117,32.3037,32.483,3369931.0133403
2018-11-13,32.3118,32.7476,31.8839,32.2266,3603460.7848891
2018-11-14,32.2266,32.5296,31.9305,32.2185,3315741.7914525
2018-11-15,32.3511,32.6623,31.3619,31.3932,2961250.8047377
2018-11-16,31.5332,31.6345,29.1115,29.5088,12511668.785118
2018-11-19,29.8201,30.4739,28.7384,30.4739,5024415.0049887
2018-11-20,30.4739,30.8166,29.8281,30.2874,2949655.2586916
2018-11-21,30.4434,31.0192,30.2094,30.9574,3312664.483232
2018-11-22,30.8712,31.0506,30.5834,30.7161,1401975.6210382
2018-11-23,30.5986,31.0586,30.5519,31.0586,930109.2603323
2018-11-26,30.9339,31.4946,30.6532,30.9259,1578926.4388205
2018-11-27,31.0659,31.3232,30.6999,31.2139,2394689.1424647
2018-11-28,31.1985,31.8991,31.1592,31.8058,2755160.6756606
2018-11-29,31.9225,32.4678,31.7278,32.4678,3060657.185435
2018-11-30,32.2104,32.2884,31.3852,31.8525,3761659.294558
2018-12-03,32.3745,32.561,32.187,32.3664,1705510.1136927
2018-12-04,32.2803,32.6696,32.1637,32.6696,4049343.4740026
2018-12-05,32.1091,32.5458,31.9691,32.5458,2610956.1474145
2018-12-06,32.1718,32.2803,31.4713,31.6265,3150377.8162182
2018-12-07,31.7511,32.1091,31.1286,31.1673,1756981.3574916
2018-12-10,31.1439,31.5179,30.7546,30.7546,1725631.3577055
2018-12-11,31.004,31.1286,29.9134,29.9134,3721851.9814322
2018-12-12,30.0928,31.3466,30.0695,31.1825,2827052.8124748
2018-12-13,31.4631,31.6892,30.9493,31.5332,3535368.3466291
2018-12-14,31.3772,31.8758,31.2999,31.8139,4575022.3194686
2018-12-17,31.5878,31.8839,31.4946,31.8678,2063790.8521068
2018-12-18,31.5718,32.3898,31.5485,32.3898,3393677.8859474
2018-12-19,32.2499,32.4283,32.1252,32.3816,2254963.1856167
2018-12-20,32.2032,32.2032,31.3619,31.6192,2268270.8340545
2018-12-21,31.6032,31.6032,30.3268,30.5448,7565805.3362679
2018-12-27,31.0273,31.2291,30.6299,30.6766,1911727.0651693
2018-12-28,30.8246,31.1439,30.5986,30.7312,1372212.1446012
2019-01-02,30.7546,31.5332,30.4121,31.5332,1752561.2238659
2019-01-03,31.082,31.2372,30.5986,30.8093,2363253.3510555
2019-01-04,31.1053,31.8139,31.0112,31.4946,2872629.3014159
2019-01-07,31.6892,31.9771,31.5412,31.8445,4029356.5125303
2019-01-08,31.7665,31.8445,31.4552,31.6892,4906623.1064507
2019-01-09,31.7665,31.8139,31.2453,31.4713,4775471.3384868
2019-01-10,31.2291,31.4398,30.6686,30.8326,5300950.0034988
2019-01-11,30.9726,31.1825,30.5519,30.7465,6637640.6860595
2019-01-14,30.6766,30.9259,30.56,30.7546,2695862.5004483
2019-01-15,30.9106,31.1825,30.7933,31.0659,4116932.3527356
2019-01-16,31.2139,31.2999,30.7079,31.0273,2960765.8955635
2019-01-17,31.0273,31.3232,30.7312,30.9879,4750928.7174913
2019-01-18,31.0659,31.6345,31.0659,31.5951,9954737.7364859
2019-01-21,31.6111,31.6731,31.2532,31.5332,1390346.504357
2019-01-22,31.2605,31.8758,31.2605,31.4552,3552526.6712523
2019-01-23,31.4165,32.2965,31.4005,32.0705,6043446.6610022
2019-01-24,32.2884,32.6623,31.9225,32.3898,3776712.6160226
2019-01-25,32.5458,32.5458,31.3932,31.4785,5272679.7986469
2019-01-28,31.5332,31.5332,30.2874,30.7232,7342988.3273969
2019-01-29,30.7546,31.2453,30.4274,31.0273,3242542.8865817
2019-01-30,30.9178,30.9807,30.2954,30.342,4443114.5905359
2019-01-31,30.5986,30.9646,30.2954,30.7628,3771955.5326887
2019-02-01,30.8326,30.9726,30.4973,30.9726,1135337.7431077
2019-02-04,30.8945,31.0425,30.6453,30.7628,1661787.469825
2019-02-05,30.9026,31.1125,30.8013,31.1125,1712525.1330785
2019-02-06,31.1439,31.4866,30.9959,31.3772,1942477.7669505
2019-02-07,31.1519,31.4085,30.6999,30.7465,1643011.5379312
2019-02-08,30.6067,30.7628,30.2561,30.2561,2767660.1421415
2019-02-11,30.4434,30.7699,30.3027,30.6532,1717418.9856666
2019-02-12,30.7546,31.0586,30.56,31.004,1549529.7526563
2019-02-13,31.0659,31.0659,30.2874,30.5834,2139947.7029398
2019-02-14,30.6999,30.7232,30.0541,30.2488,1674055.6719306
2019-02-15,30.2407,30.8632,30.0928,30.6847,2439159.0438033
2019-02-18,30.6847,30.8246,30.2174,30.3268,1669665.3788694
2019-02-19,30.2874,30.3653,29.8515,30.2794,3287594.6789293
2019-02-20,30.4434,31.0112,30.3735,30.9493,2253396.5559772
2019-02-21,30.8399,31.1592,30.2874,30.2874,2468908.8433149
2019-02-22,30.3735,30.7465,30.2094,30.342,2527012.1525877
2019-02-25,30.4434,30.6381,29.9367,30.1314,3021450.413671
2019-02-26,30.1627,30.2874,29.9608,29.9914,3351520.6283623
2019-02-27,29.976,30.2327,29.6415,29.8048,2546413.4929805
2019-02-28,29.8201,29.9527,29.4308,29.6181,4985405.926965
2019-03-01,29.8748,29.9995,29.2908,29.5868,5723621.7068106
2019-03-04,29.976,30.2022,29.8201,30.0928,3173793.9559014
2019-03-05,30.0774,30.186,29.6568,29.6802,2195704.7978239
2019-03-06,29.7268,29.8667,29.6335,29.7268,3868120.4820604
